"","Ref_Date","GEO","COMPONENTS","Value"
"8730","2015/06","Ontario","Firm deliveries to the United States","628210.0"
"8731","2015/07","Ontario","Firm deliveries to the United States","497121.0"
"8732","2015/08","Ontario","Firm deliveries to the United States","506349.0"
"8733","2015/09","Ontario","Firm deliveries to the United States","218876.0"
"8734","2015/10","Ontario","Firm deliveries to the United States","289131.0"
"8735","2015/11","Ontario","Firm deliveries to the United States","525630.0"
"8736","2015/12","Ontario","Firm deliveries to the United States","508835.0"
"8737","2008/01","Ontario","Total non-firm deliveries","1314923.0"
"8738","2008/02","Ontario","Total non-firm deliveries","923639.0"
"8739","2008/03","Ontario","Total non-firm deliveries","905336.0"
"8740","2008/04","Ontario","Total non-firm deliveries","1188921.0"
"8741","2008/05","Ontario","Total non-firm deliveries","1076833.0"
"8742","2008/06","Ontario","Total non-firm deliveries","1162325.0"
"8743","2008/07","Ontario","Total non-firm deliveries","1174901.0"
"8744","2008/08","Ontario","Total non-firm deliveries","1217472.0"
"8745","2008/09","Ontario","Total non-firm deliveries","915980.0"
"8746","2008/10","Ontario","Total non-firm deliveries","966336.0"
"8747","2008/11","Ontario","Total non-firm deliveries","966402.0"
"8748","2008/12","Ontario","Total non-firm deliveries","733377.0"
"8749","2009/01","Ontario","Total non-firm deliveries","930242.0"
"8750","2009/02","Ontario","Total non-firm deliveries","652490.0"
"8751","2009/03","Ontario","Total non-firm deliveries","724768.0"
"8752","2009/04","Ontario","Total non-firm deliveries","596836.0"
"8753","2009/05","Ontario","Total non-firm deliveries","630612.0"
"8754","2009/06","Ontario","Total non-firm deliveries","962917.0"
"8755","2009/07","Ontario","Total non-firm deliveries","839656.0"
"8756","2009/08","Ontario","Total non-firm deliveries","987321.0"
"8757","2009/09","Ontario","Total non-firm deliveries","790155.0"
"8758","2009/10","Ontario","Total non-firm deliveries","637760.0"
"8759","2009/11","Ontario","Total non-firm deliveries","835037.0"
"8760","2009/12","Ontario","Total non-firm deliveries","979775.0"
"8761","2010/01","Ontario","Total non-firm deliveries","1061472.0"
"8762","2010/02","Ontario","Total non-firm deliveries","810159.0"
"8763","2010/03","Ontario","Total non-firm deliveries","977889.0"
"8764","2010/04","Ontario","Total non-firm deliveries","636466.0"
"8765","2010/05","Ontario","Total non-firm deliveries","430192.0"
"8766","2010/06","Ontario","Total non-firm deliveries","1077745.0"
"8767","2010/07","Ontario","Total non-firm deliveries","1247764.0"
"8768","2010/08","Ontario","Total non-firm deliveries","367537.0"
"8769","2010/09","Ontario","Total non-firm deliveries","1569595.0"
"8770","2010/10","Ontario","Total non-firm deliveries","283670.0"
"8771","2010/11","Ontario","Total non-firm deliveries","1347978.0"
"8772","2010/12","Ontario","Total non-firm deliveries","1822849.0"
"8773","2011/01","Ontario","Total non-firm deliveries","850659.0"
"8774","2011/02","Ontario","Total non-firm deliveries","1117122.0"
"8775","2011/03","Ontario","Total non-firm deliveries","883513.0"
"8776","2011/04","Ontario","Total non-firm deliveries","929032.0"
"8777","2011/05","Ontario","Total non-firm deliveries","1276174.0"
"8778","2011/06","Ontario","Total non-firm deliveries","925206.0"
"8779","2011/07","Ontario","Total non-firm deliveries","956600.0"
"8780","2011/08","Ontario","Total non-firm deliveries","678574.0"
"8781","2011/09","Ontario","Total non-firm deliveries","656495.0"
"8782","2011/10","Ontario","Total non-firm deliveries","871617.0"
"8783","2011/11","Ontario","Total non-firm deliveries","585923.0"
"8784","2011/12","Ontario","Total non-firm deliveries","587412.0"
"8785","2012/01","Ontario","Total non-firm deliveries","740157.0"
"8786","2012/02","Ontario","Total non-firm deliveries","702639.0"
"8787","2012/03","Ontario","Total non-firm deliveries","737318.0"
"8788","2012/04","Ontario","Total non-firm deliveries","737987.0"
"8789","2012/05","Ontario","Total non-firm deliveries","668357.0"
"8790","2012/06","Ontario","Total non-firm deliveries","529103.0"
"8791","2012/07","Ontario","Total non-firm deliveries","748427.0"
"8792","2012/08","Ontario","Total non-firm deliveries","696263.0"
"8793","2012/09","Ontario","Total non-firm deliveries","510024.0"
"8794","2012/10","Ontario","Total non-firm deliveries","679989.0"
"8795","2012/11","Ontario","Total non-firm deliveries","1037666.0"
"8796","2012/12","Ontario","Total non-firm deliveries","812695.0"
"8797","2013/01","Ontario","Total non-firm deliveries","1301068.0"
"8798","2013/02","Ontario","Total non-firm deliveries","1280463.0"
"8799","2013/03","Ontario","Total non-firm deliveries","915947.0"
"8800","2013/04","Ontario","Total non-firm deliveries","971573.0"
"8801","2013/05","Ontario","Total non-firm deliveries","1165606.0"
"8802","2013/06","Ontario","Total non-firm deliveries","935072.0"
"8803","2013/07","Ontario","Total non-firm deliveries","1129718.0"
"8804","2013/08","Ontario","Total non-firm deliveries","1064567.0"
"8805","2013/09","Ontario","Total non-firm deliveries","1109248.0"
"8806","2013/10","Ontario","Total non-firm deliveries","1157328.0"
"8807","2013/11","Ontario","Total non-firm deliveries","874317.0"
"8808","2013/12","Ontario","Total non-firm deliveries","1413810.0"
"8809","2014/01","Ontario","Total non-firm deliveries","1436910.0"
"8810","2014/02","Ontario","Total non-firm deliveries","760789.0"
"8811","2014/03","Ontario","Total non-firm deliveries","872611.0"
"8812","2014/04","Ontario","Total non-firm deliveries","775673.0"
"8813","2014/05","Ontario","Total non-firm deliveries","1266973.0"
"8814","2014/06","Ontario","Total non-firm deliveries","856640.0"
"8815","2014/07","Ontario","Total non-firm deliveries","1117159.0"
"8816","2014/08","Ontario","Total non-firm deliveries","1157294.0"
"8817","2014/09","Ontario","Total non-firm deliveries","1286753.0"
"8818","2014/10","Ontario","Total non-firm deliveries","1361348.0"
"8819","2014/11","Ontario","Total non-firm deliveries","1454803.0"
"8820","2014/12","Ontario","Total non-firm deliveries","1564179.0"
"8821","2015/01","Ontario","Total non-firm deliveries","1599252.0"
"8822","2015/02","Ontario","Total non-firm deliveries","1709218.0"
"8823","2015/03","Ontario","Total non-firm deliveries","1536518.0"
"8824","2015/04","Ontario","Total non-firm deliveries","1313587.0"
"8825","2015/05","Ontario","Total non-firm deliveries","1309839.0"
"8826","2015/06","Ontario","Total non-firm deliveries","1231466.0"
"8827","2015/07","Ontario","Total non-firm deliveries","1338298.0"
"8828","2015/08","Ontario","Total non-firm deliveries","1036463.0"
"8829","2015/09","Ontario","Total non-firm deliveries","857428.0"
"8830","2015/10","Ontario","Total non-firm deliveries","1203192.0"
"8831","2015/11","Ontario","Total non-firm deliveries","1302098.0"
"8832","2015/12","Ontario","Total non-firm deliveries","1225148.0"
"8833","2008/01","Ontario","Non-firm deliveries to other provinces","465669.0"
"8834","2008/02","Ontario","Non-firm deliveries to other provinces","204374.0"
"8835","2008/03","Ontario","Non-firm deliveries to other provinces","246393.0"
"8836","2008/04","Ontario","Non-firm deliveries to other provinces","319495.0"
"8837","2008/05","Ontario","Non-firm deliveries to other provinces","363282.0"
"8838","2008/06","Ontario","Non-firm deliveries to other provinces","451673.0"
"8839","2008/07","Ontario","Non-firm deliveries to other provinces","365069.0"
"8840","2008/08","Ontario","Non-firm deliveries to other provinces","394931.0"
"8841","2008/09","Ontario","Non-firm deliveries to other provinces","298980.0"
"8842","2008/10","Ontario","Non-firm deliveries to other provinces","316744.0"
"8843","2008/11","Ontario","Non-firm deliveries to other provinces","421041.0"
"8844","2008/12","Ontario","Non-firm deliveries to other provinces","266194.0"
"8845","2009/01","Ontario","Non-firm deliveries to other provinces","341255.0"
"8846","2009/02","Ontario","Non-firm deliveries to other provinces","238231.0"
"8847","2009/03","Ontario","Non-firm deliveries to other provinces","218858.0"
"8848","2009/04","Ontario","Non-firm deliveries to other provinces","176678.0"
"8849","2009/05","Ontario","Non-firm deliveries to other provinces","219859.0"
"8850","2009/06","Ontario","Non-firm deliveries to other provinces","175601.0"
"8851","2009/07","Ontario","Non-firm deliveries to other provinces","168976.0"
"8852","2009/08","Ontario","Non-firm deliveries to other provinces","235091.0"
"8853","2009/09","Ontario","Non-firm deliveries to other provinces","153373.0"
"8854","2009/10","Ontario","Non-firm deliveries to other provinces","95142.0"
"8855","2009/11","Ontario","Non-firm deliveries to other provinces","477040.0"
"8856","2009/12","Ontario","Non-firm deliveries to other provinces","239715.0"
"8857","2010/01","Ontario","Non-firm deliveries to other provinces","306896.0"
"8858","2010/02","Ontario","Non-firm deliveries to other provinces","247273.0"
"8859","2010/03","Ontario","Non-firm deliveries to other provinces","332554.0"
"8860","2010/04","Ontario","Non-firm deliveries to other provinces","289869.0"
"8861","2010/05","Ontario","Non-firm deliveries to other provinces","162959.0"
"8862","2010/06","Ontario","Non-firm deliveries to other provinces","458117.0"
"8863","2010/07","Ontario","Non-firm deliveries to other provinces","728029.0"
"8864","2010/08","Ontario","Non-firm deliveries to other provinces","0.0"
"8865","2010/09","Ontario","Non-firm deliveries to other provinces","1107847.0"
"8866","2010/10","Ontario","Non-firm deliveries to other provinces","19805.0"
"8867","2010/11","Ontario","Non-firm deliveries to other provinces","1106258.0"
"8868","2010/12","Ontario","Non-firm deliveries to other provinces","1178678.0"
"8869","2011/01","Ontario","Non-firm deliveries to other provinces","233514.0"
"8870","2011/02","Ontario","Non-firm deliveries to other provinces","680285.0"
"8871","2011/03","Ontario","Non-firm deliveries to other provinces","419351.0"
"8872","2011/04","Ontario","Non-firm deliveries to other provinces","511217.0"
"8873","2011/05","Ontario","Non-firm deliveries to other provinces","701569.0"
"8874","2011/06","Ontario","Non-firm deliveries to other provinces","559139.0"
"8875","2011/07","Ontario","Non-firm deliveries to other provinces","443327.0"
"8876","2011/08","Ontario","Non-firm deliveries to other provinces","297374.0"
"8877","2011/09","Ontario","Non-firm deliveries to other provinces","383884.0"
"8878","2011/10","Ontario","Non-firm deliveries to other provinces","474663.0"
"8879","2011/11","Ontario","Non-firm deliveries to other provinces","365658.0"
"8880","2011/12","Ontario","Non-firm deliveries to other provinces","293176.0"
"8881","2012/01","Ontario","Non-firm deliveries to other provinces","279228.0"
"8882","2012/02","Ontario","Non-firm deliveries to other provinces","161429.0"
"8883","2012/03","Ontario","Non-firm deliveries to other provinces","133678.0"
"8884","2012/04","Ontario","Non-firm deliveries to other provinces","83167.0"
"8885","2012/05","Ontario","Non-firm deliveries to other provinces","92375.0"
"8886","2012/06","Ontario","Non-firm deliveries to other provinces","98275.0"
"8887","2012/07","Ontario","Non-firm deliveries to other provinces","76414.0"
"8888","2012/08","Ontario","Non-firm deliveries to other provinces","123325.0"
"8889","2012/09","Ontario","Non-firm deliveries to other provinces","75511.0"
"8890","2012/10","Ontario","Non-firm deliveries to other provinces","158356.0"
"8891","2012/11","Ontario","Non-firm deliveries to other provinces","190352.0"
"8892","2012/12","Ontario","Non-firm deliveries to other provinces","151224.0"
"8893","2013/01","Ontario","Non-firm deliveries to other provinces","460853.0"
"8894","2013/02","Ontario","Non-firm deliveries to other provinces","544526.0"
"8895","2013/03","Ontario","Non-firm deliveries to other provinces","24561.0"
"8896","2013/04","Ontario","Non-firm deliveries to other provinces","30420.0"
"8897","2013/05","Ontario","Non-firm deliveries to other provinces","249583.0"
"8898","2013/06","Ontario","Non-firm deliveries to other provinces",".."
"8899","2013/07","Ontario","Non-firm deliveries to other provinces","70449.0"
"8900","2013/08","Ontario","Non-firm deliveries to other provinces","13165.0"
"8901","2013/09","Ontario","Non-firm deliveries to other provinces","137122.0"
"8902","2013/10","Ontario","Non-firm deliveries to other provinces","109335.0"
"8903","2013/11","Ontario","Non-firm deliveries to other provinces","84532.0"
"8904","2013/12","Ontario","Non-firm deliveries to other provinces","396649.0"
"8905","2014/01","Ontario","Non-firm deliveries to other provinces","456144.0"
"8906","2014/02","Ontario","Non-firm deliveries to other provinces","209538.0"
"8907","2014/03","Ontario","Non-firm deliveries to other provinces","281675.0"
"8908","2014/04","Ontario","Non-firm deliveries to other provinces","110356.0"
"8909","2014/05","Ontario","Non-firm deliveries to other provinces","317703.0"
"8910","2014/06","Ontario","Non-firm deliveries to other provinces","7734.0"
"8911","2014/07","Ontario","Non-firm deliveries to other provinces","99391.0"
"8912","2014/08","Ontario","Non-firm deliveries to other provinces","180989.0"
"8913","2014/09","Ontario","Non-firm deliveries to other provinces","349189.0"
"8914","2014/10","Ontario","Non-firm deliveries to other provinces","328223.0"
"8915","2014/11","Ontario","Non-firm deliveries to other provinces","351334.0"
"8916","2014/12","Ontario","Non-firm deliveries to other provinces","279237.0"
"8917","2015/01","Ontario","Non-firm deliveries to other provinces","398478.0"
"8918","2015/02","Ontario","Non-firm deliveries to other provinces","548854.0"
"8919","2015/03","Ontario","Non-firm deliveries to other provinces","110931.0"
"8920","2015/04","Ontario","Non-firm deliveries to other provinces","166851.0"
"8921","2015/05","Ontario","Non-firm deliveries to other provinces","158992.0"
"8922","2015/06","Ontario","Non-firm deliveries to other provinces","175624.0"
"8923","2015/07","Ontario","Non-firm deliveries to other provinces","153568.0"
"8924","2015/08","Ontario","Non-firm deliveries to other provinces","107416.0"
"8925","2015/09","Ontario","Non-firm deliveries to other provinces","56774.0"
"8926","2015/10","Ontario","Non-firm deliveries to other provinces","69430.0"
"8927","2015/11","Ontario","Non-firm deliveries to other provinces","27921.0"
"8928","2015/12","Ontario","Non-firm deliveries to other provinces","131655.0"
"8929","2008/01","Ontario","Non-firm deliveries to the United States","849254.0"
"8930","2008/02","Ontario","Non-firm deliveries to the United States","719265.0"
"8931","2008/03","Ontario","Non-firm deliveries to the United States","658943.0"
"8932","2008/04","Ontario","Non-firm deliveries to the United States","869426.0"
"8933","2008/05","Ontario","Non-firm deliveries to the United States","713551.0"
"8934","2008/06","Ontario","Non-firm deliveries to the United States","710652.0"
"8935","2008/07","Ontario","Non-firm deliveries to the United States","809832.0"
"8936","2008/08","Ontario","Non-firm deliveries to the United States","822541.0"
"8937","2008/09","Ontario","Non-firm deliveries to the United States","617000.0"
"8938","2008/10","Ontario","Non-firm deliveries to the United States","649592.0"
"8939","2008/11","Ontario","Non-firm deliveries to the United States","545361.0"
"8940","2008/12","Ontario","Non-firm deliveries to the United States","467183.0"
"8941","2009/01","Ontario","Non-firm deliveries to the United States","588987.0"
"8942","2009/02","Ontario","Non-firm deliveries to the United States","414259.0"
"8943","2009/03","Ontario","Non-firm deliveries to the United States","505910.0"
"8944","2009/04","Ontario","Non-firm deliveries to the United States","420158.0"
"8945","2009/05","Ontario","Non-firm deliveries to the United States","410753.0"
"8946","2009/06","Ontario","Non-firm deliveries to the United States","787316.0"
"8947","2009/07","Ontario","Non-firm deliveries to the United States","670680.0"
"8948","2009/08","Ontario","Non-firm deliveries to the United States","752230.0"
"8949","2009/09","Ontario","Non-firm deliveries to the United States","636782.0"
"8950","2009/10","Ontario","Non-firm deliveries to the United States","542618.0"
"8951","2009/11","Ontario","Non-firm deliveries to the United States","357997.0"
"8952","2009/12","Ontario","Non-firm deliveries to the United States","740060.0"
"8953","2010/01","Ontario","Non-firm deliveries to the United States","754576.0"
"8954","2010/02","Ontario","Non-firm deliveries to the United States","562886.0"
"8955","2010/03","Ontario","Non-firm deliveries to the United States","645335.0"
"8956","2010/04","Ontario","Non-firm deliveries to the United States","346597.0"
"8957","2010/05","Ontario","Non-firm deliveries to the United States","267233.0"
"8958","2010/06","Ontario","Non-firm deliveries to the United States","619628.0"
"8959","2010/07","Ontario","Non-firm deliveries to the United States","519735.0"
"8960","2010/08","Ontario","Non-firm deliveries to the United States","367537.0"
"8961","2010/09","Ontario","Non-firm deliveries to the United States","461748.0"
"8962","2010/10","Ontario","Non-firm deliveries to the United States","263865.0"
"8963","2010/11","Ontario","Non-firm deliveries to the United States","241720.0"
"8964","2010/12","Ontario","Non-firm deliveries to the United States","644171.0"
"8965","2011/01","Ontario","Non-firm deliveries to the United States","617145.0"
"8966","2011/02","Ontario","Non-firm deliveries to the United States","436837.0"
"8967","2011/03","Ontario","Non-firm deliveries to the United States","464162.0"
"8968","2011/04","Ontario","Non-firm deliveries to the United States","417815.0"
"8969","2011/05","Ontario","Non-firm deliveries to the United States","574605.0"
"8970","2011/06","Ontario","Non-firm deliveries to the United States","366067.0"
"8971","2011/07","Ontario","Non-firm deliveries to the United States","513273.0"
"8972","2011/08","Ontario","Non-firm deliveries to the United States","381200.0"
"8973","2011/09","Ontario","Non-firm deliveries to the United States","272611.0"
"8974","2011/10","Ontario","Non-firm deliveries to the United States","396954.0"
"8975","2011/11","Ontario","Non-firm deliveries to the United States","220265.0"
"8976","2011/12","Ontario","Non-firm deliveries to the United States","294236.0"
"8977","2012/01","Ontario","Non-firm deliveries to the United States","460929.0"
"8978","2012/02","Ontario","Non-firm deliveries to the United States","541210.0"
"8979","2012/03","Ontario","Non-firm deliveries to the United States","603640.0"
"8980","2012/04","Ontario","Non-firm deliveries to the United States","654820.0"
"8981","2012/05","Ontario","Non-firm deliveries to the United States","575982.0"
"8982","2012/06","Ontario","Non-firm deliveries to the United States","430828.0"
"8983","2012/07","Ontario","Non-firm deliveries to the United States","672013.0"
"8984","2012/08","Ontario","Non-firm deliveries to the United States","572938.0"
"8985","2012/09","Ontario","Non-firm deliveries to the United States","434513.0"
"8986","2012/10","Ontario","Non-firm deliveries to the United States","521633.0"
"8987","2012/11","Ontario","Non-firm deliveries to the United States","847314.0"
"8988","2012/12","Ontario","Non-firm deliveries to the United States","661471.0"
"8989","2013/01","Ontario","Non-firm deliveries to the United States","840215.0"
"8990","2013/02","Ontario","Non-firm deliveries to the United States","735937.0"
"8991","2013/03","Ontario","Non-firm deliveries to the United States","891386.0"
"8992","2013/04","Ontario","Non-firm deliveries to the United States","941153.0"
"8993","2013/05","Ontario","Non-firm deliveries to the United States","916023.0"
"8994","2013/06","Ontario","Non-firm deliveries to the United States","935072.0"
"8995","2013/07","Ontario","Non-firm deliveries to the United States","1059269.0"
"8996","2013/08","Ontario","Non-firm deliveries to the United States","1051402.0"
"8997","2013/09","Ontario","Non-firm deliveries to the United States","972126.0"
"8998","2013/10","Ontario","Non-firm deliveries to the United States","1047993.0"
"8999","2013/11","Ontario","Non-firm deliveries to the United States","789785.0"
"9000","2013/12","Ontario","Non-firm deliveries to the United States","1017161.0"
"9001","2014/01","Ontario","Non-firm deliveries to the United States","980766.0"
"9002","2014/02","Ontario","Non-firm deliveries to the United States","551251.0"
"9003","2014/03","Ontario","Non-firm deliveries to the United States","590936.0"
"9004","2014/04","Ontario","Non-firm deliveries to the United States","665317.0"
"9005","2014/05","Ontario","Non-firm deliveries to the United States","949270.0"
"9006","2014/06","Ontario","Non-firm deliveries to the United States","848906.0"
"9007","2014/07","Ontario","Non-firm deliveries to the United States","1017768.0"
"9008","2014/08","Ontario","Non-firm deliveries to the United States","976305.0"
"9009","2014/09","Ontario","Non-firm deliveries to the United States","937564.0"
"9010","2014/10","Ontario","Non-firm deliveries to the United States","1033125.0"
"9011","2014/11","Ontario","Non-firm deliveries to the United States","1103469.0"
"9012","2014/12","Ontario","Non-firm deliveries to the United States","1284942.0"
"9013","2015/01","Ontario","Non-firm deliveries to the United States","1200774.0"
"9014","2015/02","Ontario","Non-firm deliveries to the United States","1160364.0"
"9015","2015/03","Ontario","Non-firm deliveries to the United States","1425587.0"
"9016","2015/04","Ontario","Non-firm deliveries to the United States","1146736.0"
"9017","2015/05","Ontario","Non-firm deliveries to the United States","1150847.0"
"9018","2015/06","Ontario","Non-firm deliveries to the United States","1055842.0"
"9019","2015/07","Ontario","Non-firm deliveries to the United States","1184730.0"
"9020","2015/08","Ontario","Non-firm deliveries to the United States","929047.0"
"9021","2015/09","Ontario","Non-firm deliveries to the United States","800654.0"
"9022","2015/10","Ontario","Non-firm deliveries to the United States","1133762.0"
"9023","2015/11","Ontario","Non-firm deliveries to the United States","1274177.0"
"9024","2015/12","Ontario","Non-firm deliveries to the United States","1093493.0"
"9025","2008/01","Ontario","Total other deliveries","0.0"
"9026","2008/02","Ontario","Total other deliveries","0.0"
"9027","2008/03","Ontario","Total other deliveries","0.0"
"9028","2008/04","Ontario","Total other deliveries","0.0"
"9029","2008/05","Ontario","Total other deliveries","0.0"
"9030","2008/06","Ontario","Total other deliveries","0.0"
"9031","2008/07","Ontario","Total other deliveries","0.0"
"9032","2008/08","Ontario","Total other deliveries","0.0"
"9033","2008/09","Ontario","Total other deliveries","0.0"
"9034","2008/10","Ontario","Total other deliveries","0.0"
"9035","2008/11","Ontario","Total other deliveries","0.0"
"9036","2008/12","Ontario","Total other deliveries","0.0"
"9037","2009/01","Ontario","Total other deliveries","0.0"
"9038","2009/02","Ontario","Total other deliveries","0.0"
"9039","2009/03","Ontario","Total other deliveries","0.0"
"9040","2009/04","Ontario","Total other deliveries","0.0"
"9041","2009/05","Ontario","Total other deliveries","0.0"
"9042","2009/06","Ontario","Total other deliveries","0.0"
"9043","2009/07","Ontario","Total other deliveries","0.0"
"9044","2009/08","Ontario","Total other deliveries","0.0"
"9045","2009/09","Ontario","Total other deliveries","0.0"
"9046","2009/10","Ontario","Total other deliveries","0.0"
"9047","2009/11","Ontario","Total other deliveries","0.0"
"9048","2009/12","Ontario","Total other deliveries","0.0"
"9049","2010/01","Ontario","Total other deliveries","0.0"
"9050","2010/02","Ontario","Total other deliveries","0.0"
"9051","2010/03","Ontario","Total other deliveries","0.0"
"9052","2010/04","Ontario","Total other deliveries","0.0"
"9053","2010/05","Ontario","Total other deliveries","0.0"
"9054","2010/06","Ontario","Total other deliveries","0.0"
"9055","2010/07","Ontario","Total other deliveries","0.0"
"9056","2010/08","Ontario","Total other deliveries","0.0"
"9057","2010/09","Ontario","Total other deliveries","0.0"
"9058","2010/10","Ontario","Total other deliveries","0.0"
"9059","2010/11","Ontario","Total other deliveries","0.0"
"9060","2010/12","Ontario","Total other deliveries","0.0"
"9061","2011/01","Ontario","Total other deliveries","0.0"
"9062","2011/02","Ontario","Total other deliveries","0.0"
"9063","2011/03","Ontario","Total other deliveries","0.0"
"9064","2011/04","Ontario","Total other deliveries",".."
"9065","2011/05","Ontario","Total other deliveries",".."
"9066","2011/06","Ontario","Total other deliveries",".."
"9067","2011/07","Ontario","Total other deliveries",".."
"9068","2011/08","Ontario","Total other deliveries",".."
"9069","2011/09","Ontario","Total other deliveries",".."
"9070","2011/10","Ontario","Total other deliveries",".."
"9071","2011/11","Ontario","Total other deliveries",".."
"9072","2011/12","Ontario","Total other deliveries",".."
"9073","2012/01","Ontario","Total other deliveries",".."
"9074","2012/02","Ontario","Total other deliveries",".."
"9075","2012/03","Ontario","Total other deliveries",".."
"9076","2012/04","Ontario","Total other deliveries",".."
"9077","2012/05","Ontario","Total other deliveries",".."
"9078","2012/06","Ontario","Total other deliveries",".."
"9079","2012/07","Ontario","Total other deliveries",".."
"9080","2012/08","Ontario","Total other deliveries",".."
"9081","2012/09","Ontario","Total other deliveries",".."
"9082","2012/10","Ontario","Total other deliveries",".."
"9083","2012/11","Ontario","Total other deliveries",".."
"9084","2012/12","Ontario","Total other deliveries",".."
"9085","2013/01","Ontario","Total other deliveries",".."
"9086","2013/02","Ontario","Total other deliveries",".."
"9087","2013/03","Ontario","Total other deliveries",".."
"9088","2013/04","Ontario","Total other deliveries",".."
"9089","2013/05","Ontario","Total other deliveries",".."
"9090","2013/06","Ontario","Total other deliveries",".."
"9091","2013/07","Ontario","Total other deliveries",".."
"9092","2013/08","Ontario","Total other deliveries",".."
"9093","2013/09","Ontario","Total other deliveries",".."
"9094","2013/10","Ontario","Total other deliveries",".."
"9095","2013/11","Ontario","Total other deliveries",".."
"9096","2013/12","Ontario","Total other deliveries",".."
"9097","2014/01","Ontario","Total other deliveries",".."
"9098","2014/02","Ontario","Total other deliveries",".."
"9099","2014/03","Ontario","Total other deliveries",".."
"9100","2014/04","Ontario","Total other deliveries",".."
"9101","2014/05","Ontario","Total other deliveries",".."
"9102","2014/06","Ontario","Total other deliveries",".."
"9103","2014/07","Ontario","Total other deliveries",".."
"9104","2014/08","Ontario","Total other deliveries",".."
"9105","2014/09","Ontario","Total other deliveries",".."
"9106","2014/10","Ontario","Total other deliveries",".."
"9107","2014/11","Ontario","Total other deliveries",".."
"9108","2014/12","Ontario","Total other deliveries",".."
"9109","2015/01","Ontario","Total other deliveries",".."
"9110","2015/02","Ontario","Total other deliveries",".."
"9111","2015/03","Ontario","Total other deliveries",".."
"9112","2015/04","Ontario","Total other deliveries",".."
"9113","2015/05","Ontario","Total other deliveries",".."
"9114","2015/06","Ontario","Total other deliveries",".."
"9115","2015/07","Ontario","Total other deliveries",".."
"9116","2015/08","Ontario","Total other deliveries",".."
"9117","2015/09","Ontario","Total other deliveries",".."
"9118","2015/10","Ontario","Total other deliveries",".."
"9119","2015/11","Ontario","Total other deliveries",".."
"9120","2015/12","Ontario","Total other deliveries",".."
"9121","2008/01","Ontario","Other deliveries to the United States","0.0"
"9122","2008/02","Ontario","Other deliveries to the United States","0.0"
"9123","2008/03","Ontario","Other deliveries to the United States","0.0"
"9124","2008/04","Ontario","Other deliveries to the United States","0.0"
"9125","2008/05","Ontario","Other deliveries to the United States","0.0"
"9126","2008/06","Ontario","Other deliveries to the United States","0.0"
"9127","2008/07","Ontario","Other deliveries to the United States","0.0"
"9128","2008/08","Ontario","Other deliveries to the United States","0.0"
"9129","2008/09","Ontario","Other deliveries to the United States","0.0"
"9130","2008/10","Ontario","Other deliveries to the United States","0.0"
"9131","2008/11","Ontario","Other deliveries to the United States","0.0"
"9132","2008/12","Ontario","Other deliveries to the United States","0.0"
"9133","2009/01","Ontario","Other deliveries to the United States","0.0"
"9134","2009/02","Ontario","Other deliveries to the United States","0.0"
"9135","2009/03","Ontario","Other deliveries to the United States","0.0"
"9136","2009/04","Ontario","Other deliveries to the United States","0.0"
"9137","2009/05","Ontario","Other deliveries to the United States","0.0"
"9138","2009/06","Ontario","Other deliveries to the United States","0.0"
"9139","2009/07","Ontario","Other deliveries to the United States","0.0"
"9140","2009/08","Ontario","Other deliveries to the United States","0.0"
"9141","2009/09","Ontario","Other deliveries to the United States","0.0"
"9142","2009/10","Ontario","Other deliveries to the United States","0.0"
"9143","2009/11","Ontario","Other deliveries to the United States","0.0"
"9144","2009/12","Ontario","Other deliveries to the United States","0.0"
"9145","2010/01","Ontario","Other deliveries to the United States","0.0"
"9146","2010/02","Ontario","Other deliveries to the United States","0.0"
"9147","2010/03","Ontario","Other deliveries to the United States","0.0"
"9148","2010/04","Ontario","Other deliveries to the United States","0.0"
"9149","2010/05","Ontario","Other deliveries to the United States","0.0"
"9150","2010/06","Ontario","Other deliveries to the United States","0.0"
"9151","2010/07","Ontario","Other deliveries to the United States","0.0"
"9152","2010/08","Ontario","Other deliveries to the United States","0.0"
"9153","2010/09","Ontario","Other deliveries to the United States","0.0"
"9154","2010/10","Ontario","Other deliveries to the United States","0.0"
"9155","2010/11","Ontario","Other deliveries to the United States","0.0"
"9156","2010/12","Ontario","Other deliveries to the United States","0.0"
"9157","2011/01","Ontario","Other deliveries to the United States","0.0"
"9158","2011/02","Ontario","Other deliveries to the United States","0.0"
"9159","2011/03","Ontario","Other deliveries to the United States","0.0"
"9160","2011/04","Ontario","Other deliveries to the United States",".."
"9161","2011/05","Ontario","Other deliveries to the United States",".."
"9162","2011/06","Ontario","Other deliveries to the United States",".."
"9163","2011/07","Ontario","Other deliveries to the United States",".."
"9164","2011/08","Ontario","Other deliveries to the United States",".."
"9165","2011/09","Ontario","Other deliveries to the United States",".."
"9166","2011/10","Ontario","Other deliveries to the United States",".."
"9167","2011/11","Ontario","Other deliveries to the United States",".."
"9168","2011/12","Ontario","Other deliveries to the United States",".."
"9169","2012/01","Ontario","Other deliveries to the United States",".."
"9170","2012/02","Ontario","Other deliveries to the United States",".."
"9171","2012/03","Ontario","Other deliveries to the United States",".."
"9172","2012/04","Ontario","Other deliveries to the United States",".."
"9173","2012/05","Ontario","Other deliveries to the United States",".."
"9174","2012/06","Ontario","Other deliveries to the United States",".."
